id,author_id,parent_id,step,week_number,step_number,text,timestamp,likes,first_reported_at,first_reported_reason,moderation_state,moderated
21424489,8553908d-7193-40a9-b7c7-c8e994c34c7e,,2.7,2,7,errors between written text on screen and spoken answers. eg. 53.4 vs 54.3 dislexic moment no doubt. ,2017-04-26 10:38:10 UTC,2,,,,
21426796,ac27a145-9b96-45fa-8791-fd033d480588,,1.4,1,4,"I've been out of school for almost 10 years, but have learned in the workforce that I'm well suited for engineering. I got assigned to special projects working alongside the company's engineer. It made me realize that I could still go back to school and pursue a degree. I have even been told by a former colleague that he believed I could receive a doctorate. I haven't had anyone believe in me like that, so it gave me the motivation to invest in my education. Because I've been out of school for so long, I'm hoping the course will help me gauge my skill level, and show me where I need to improve.
I'm an artist and maker by nature. I also have a very mathematical and scientific mind. I think those two halves of me blend perfectly into engineering. I always called myself the poor mans engineer, because whenever I needed something simple, I would build it out of materials at hand, usually cardboard and tape or glue. Working on special projects at my job showed me that I could go beyond that if I am taught the math and theories behind the task at hand. ",2017-04-26 12:42:53 UTC,0,,,,
21427928,650b66ac-79bc-4979-9c87-49b41998c656,21392508,1.6,1,6,"Nice, Robert. Thank you.",2017-04-26 13:40:44 UTC,0,,,,
21427974,641efca9-e8a6-4cc0-abae-6ea17b64ab0d,,1.4,1,4,"Since age 7, I always loved engineering, architecture and  mechanics.
I always loved doing experiments and tried my best to understand everything how it works.
When I went to university I had a chance to understand how things works in theory but never had a chance to understand how everything works in real life. Why and how?
SO that's the reason I wanted to do this course hopefully in the end of it I will be able to see things clearer just like an engineer's eyes.",2017-04-26 13:42:10 UTC,0,,,,
21428070,cd118beb-8cab-4633-9cad-5d9e47b50593,21396978,1.9,1,9,"Hi Robert, the tangent is used so that we able to establish the rate of change at the point of interest, as this is a non linear relationship the rate of change will be unique to that particular point only. There is plenty of online help that will guide you through this concept. By looking at several points we can describe the non linear curve (is it concave, convex or is it a composite complex curve?)",2017-04-26 13:46:30 UTC,0,,,,
21428258,cd118beb-8cab-4633-9cad-5d9e47b50593,21398259,1.11,1,11,"Hi Robert, the graph is a sketch to illustrate a concept, scales are not required on the axis to be able the question to be answered. I suppose that to aid clarity an ascending arrow and a left to right arrow could have been put on the axis but it is assumed that people would be able to interpretate the sketch for what it was",2017-04-26 13:54:49 UTC,2,,,,
21429083,464a02e0-bb63-4b19-9450-981d32396c1e,,1.8,1,8,I found that there was general agreement between theory and experiment in the experiments I did.,2017-04-26 14:37:36 UTC,0,,,,
21429121,de83e85f-22fd-454f-a060-66aac4024804,21416493,1.4,1,4,same,2017-04-26 14:39:22 UTC,0,,,,
21429736,464a02e0-bb63-4b19-9450-981d32396c1e,,1.9,1,9,That was a good work out.,2017-04-26 15:10:47 UTC,0,,,,
21430001,eda117eb-eab6-4f43-9dfa-e98103ddf7c2,,1.4,1,4,"i just want to be able to learn more for future use. i feel limited with the little i know, i have had opportunities to be on construction sites and its nice to see how what you learn can be applied. i have always been fascinated with engineering on a whole and i look forward to learning as much as i can about anything related that may assist me in the future.",2017-04-26 15:24:47 UTC,1,,,,
21430664,f2a71f2e-3411-405d-8b1d-dce122feca3a,21417575,1.4,1,4,I am interested an engineering field there for me want to learn this course,2017-04-26 15:57:12 UTC,0,,,,
21432652,cd118beb-8cab-4633-9cad-5d9e47b50593,21371622,1.6,1,6,You'd have thought after 60 years I would have learned,2017-04-26 17:58:43 UTC,1,,,,
21432726,641efca9-e8a6-4cc0-abae-6ea17b64ab0d,,2.5,2,5,"Free body diagrams are used to visualize the forces and moments applied to a body and calculate the resulting reactions, in many types of mechanics problems. ",2017-04-26 18:03:37 UTC,3,,,,
21434981,a3ccc160-0406-4021-a8ec-7f6bdc6291cb,,1.9,1,9,This tutorial was very useful.,2017-04-26 20:30:52 UTC,0,,,,
21436269,05ac5846-8d4c-4a79-b483-f0e58d3a87cf,,1.4,1,4,Im a high school student and interested  the field of engineering.. really looking formward to this course and will help me understand more about all the mechanics ,2017-04-26 22:01:28 UTC,1,,,,
21437139,e894ca06-ce13-423b-9246-378aa97cb483,21405950,1.2,1,2,"People can be passionate about anything that they truly believe in!
",2017-04-26 23:41:26 UTC,0,,,,
21437552,22117e41-1228-49fb-9a79-05383f2a70f6,21397535,1.9,1,9,"In engineering mechanics we have special meanings for weight and mass. Mass is the quantity of matter while weight is the force of gravity acting on the mass. In SI units, mass is in kg; force (including weight) is in Newtons. The weight of 1 kg (in Sydney) is 9.8 N. In imperial measure (US customary units) mass is in 'pounds mass'; force is in 'pounds force' - ie the gravity force acting upon a pound mass. Despite the similarity in words you can't assume that what they are describing is the same thing. In ordinary use we don't make this distinction; we want a given quantity of potatoes, which will be in kg, but to get the required amount we 'weigh' them on scales calibrated in kg (kilogram force perhaps). That lack of precision in the use of words is fine in the supermarket but can lead to problems in engineering mechanics.
For RT1.8 I'll make it more real by adding an image of two springs connected together when I next update the tutorial.",2017-04-27 00:43:52 UTC,2,,,,
21437600,bfc33a82-86ec-4a0c-af98-06f4508cdaef,21416125,1.4,1,4,That's fantastic! Your students are lucky.,2017-04-27 00:48:18 UTC,1,,,,
21437654,22117e41-1228-49fb-9a79-05383f2a70f6,21398259,1.11,1,11,"The question asked if it was a softening spring. By definition a softening spring becomes softer (less stiff) as the load <increases>, which can be determined without knowing the units or whether the stiffness was determined by a test where load was increased or decreased. Maybe it should show the origin.",2017-04-27 00:59:15 UTC,0,,,,
21437693,bfc33a82-86ec-4a0c-af98-06f4508cdaef,,1.4,1,4,"I'm a lawyer and want to do this course mainly for fun and interest.  

I have a concept of a design invention for a device I want to produce.  I spoke to a product designer about it some time ago and she told me I needed a design engineer to consult with to work out all the engineering problems with the device.  I will probably still need a consultant but I would like to have a good understanding of the engineering and I think that will allow me to get better value from the whole process when I do that.

My partner is an engineer and physicist and we have many chats about science, engineering and technology at home.  I was recently threatening to enrol in an engineering degree and my partner recommended I try this MOOC instead as I wanted to learn for personal rather than professional reasons.  I hope he gets inspired to create a MOOC in his own field.

I am thrilled to see so many high school students in the course, and also high school teachers, and so many girls!  Represent!

Looking forward to working with you all.",2017-04-27 01:07:00 UTC,2,,,,
21437743,bfc33a82-86ec-4a0c-af98-06f4508cdaef,,1.4,1,4,"I should add, I am mad for design.  I'm not a designer, but REALLY GOOD DESIGN truly enhances my enjoyment of things.  When I buy or use a thing that has been beautifully designed I get a really happy feeling.  On the other hand, I get really upset by shit design, and even more unhappy to see evidence of planned obsolescence - that someone goes to university and gets all these skills to make something break after a short period of use really frustrates me!",2017-04-27 01:14:52 UTC,1,,,,
21438665,38b12a0b-15dd-4724-9399-92b4ab77c15e,21419527,1.1,1,1,"Please let us know which system you are using. There are some issue with the iphones and ipads. The surveys should however, work on android tablets, laptops or personal computers.",2017-04-27 03:19:35 UTC,0,,,,
21438670,38b12a0b-15dd-4724-9399-92b4ab77c15e,21378814,1.1,1,1,"Apologies for any inconvenience caused, we are aware that some users of iPads and iPhones are experiencing issues with accessing surveys in the course. We are currently investigating this issue. The surveys should however work on android tablets, laptops or personal computers.",2017-04-27 03:20:19 UTC,0,,,,
21438680,38b12a0b-15dd-4724-9399-92b4ab77c15e,21376890,1.1,1,1,Please let us know which system you are using. There are some issues with the iphones and ipads,2017-04-27 03:21:19 UTC,0,,,,
21440320,3d3e6d23-b253-424e-9e08-041bc51099f8,,1.4,1,4,"I am interested in engineering field. Therefore, me want to learn this course.",2017-04-27 06:35:45 UTC,0,,,,
21440714,d648372b-1824-4967-adba-4dc8fab5e729,,1.2,1,2,After watching that introduction video im even more keen to start the course!,2017-04-27 07:07:49 UTC,0,,,,
21440825,d648372b-1824-4967-adba-4dc8fab5e729,,1.4,1,4,I'm a apprentice light vehicle mechanic and want to open my mind to how things operate from a engineering point of view and learn how they interact and how engineers come up with different ideas.,2017-04-27 07:17:53 UTC,1,,,,
21441437,8553908d-7193-40a9-b7c7-c8e994c34c7e,21398259,1.11,1,11,"So what exactly is the difference between a softening spring and a stiffening spring apart from the direction in which the non-linear curve is going? and how does one determine weather the curve is decreasing or increasing without a reference? Do you understand the point i am making, or does my query allude you?",2017-04-27 08:08:27 UTC,0,,,,
21441762,8553908d-7193-40a9-b7c7-c8e994c34c7e,21396978,1.9,1,9,"Am I the only one who sees an error of 166% being a problem? or am I the only one who sees the answer of 25,000NM not laying on the original curve nor the tangent curve at the specified value as being a problem? Remember the question asks for the value at 1500N. to get 25,000nm on the tangent curve you have to go significantly higher on the chart. Thus the problem, the answer does not answer the question being asked. and the value does not exist on either the original non-linear curve or the tangent curve at the value of 1500N. A theoretical estimation can only be substituted if the value is expected to be seen in the real world, 25000NM will NEVER be seen at 1500N and 100mm of deflection on that spring. So why are we ok with that answer?",2017-04-27 08:31:15 UTC,0,,,,
21442155,32a3ec17-f60a-438b-8670-94af1f1573fb,,1.4,1,4,"I intend to do Engineering in the future, I hope this course will give me a look at what it will be like.",2017-04-27 08:58:43 UTC,0,,,,
21443887,021e087a-71dd-4040-bdfc-45b01b512018,,1.8,1,8,I found that there was a agreement between the experiments and the theory,2017-04-27 10:52:38 UTC,1,,,,
21444096,021e087a-71dd-4040-bdfc-45b01b512018,,1.9,1,9,Think i got there in the end. Good to have to do something with a paper and pencil again.,2017-04-27 11:05:50 UTC,1,,,,
21444169,021e087a-71dd-4040-bdfc-45b01b512018,,1.11,1,11,Cos sin tan omg.,2017-04-27 11:10:19 UTC,1,,,,
21445197,650b66ac-79bc-4979-9c87-49b41998c656,,1.8,1,8,"I think the experiments demonstrated well statics VS dynamics, and the concepts of deflection, creep, and stretch. They also laid a more-than-adequate foundation for understanding the differences among linear, stiff and soft springs. As understanding of terminology is vital to any field of knowledge, I think these experiments are a success! 

That being said, I personally would enjoy even more the mental stimulation of some explanation of the physical laws that influence, for example, variance in deflection or dynamics theory. I haven't looked ahead, but I do hope things get a little more complex, AKA challenging, even without that elegant calculus. :) ",2017-04-27 12:14:10 UTC,2,,,,
21445944,42e75b0e-f20b-43ba-9914-2c71a9ebe598,,1.9,1,9,"I can see why we weren't given the equation to obtain the load in RT 1.6. It is a first order differential equation where we have the rate of change of deflection wrt load which we could write as, say ds/dl = f(l). These rates of change would be obtained from experimentation for various loads and from the results the equation could be derived and thus values of loads could be obtained and the representative graph could be drawn. 
This is the opposite of what we have been asked to do since we are not going to be subjected to calculus. However, from comments I have read, I think most students would be able to use the equation to get the exact value of the load and I'm sure that the rest of the students would be able to understand it.
I appreciate that this is a course where we are being taught to understand the Engineering Mechanics of the situations presented and not a course in maths. I apologise if I'm being a nuisance but it's just that what I've mentioned is a method I've used, in the past, and has helped me solve various problems. Also, certain Differential Equations can be a nuisance to solve but I think our one would be fairly straightforward to give us 1414N
 ",2017-04-27 13:02:36 UTC,1,,,,
21446279,650b66ac-79bc-4979-9c87-49b41998c656,,1.9,1,9,Good! :D,2017-04-27 13:20:26 UTC,0,,,,
21447839,76ed1b0b-5c3f-4440-9fcb-825a9a116468,,1.4,1,4,"I am hoping to gain a better understanding of physics, and how it is applied in the real world. I am also interested in learning more about the science behind the design of objects. ",2017-04-27 14:46:40 UTC,1,,,,
21453994,23b7f647-6530-49c1-aed4-6a361b72a77c,,1.4,1,4,I'm hoping to refresh my knowledge of physics & engineering to better implement it into my teaching programs and projects given to students.,2017-04-27 22:07:12 UTC,0,,,,
21455890,7e373ae8-0e20-4945-811c-9fc17f763791,,1.4,1,4,"I think I'm already fairly good at taking a 2D design and envisioning it, and I think the idea of taking a design, being able to see faults, strains and points of importance is really interesting to me.",2017-04-28 03:05:41 UTC,0,,,,
21459481,8553908d-7193-40a9-b7c7-c8e994c34c7e,21396978,1.9,1,9,"Disappointing, a room full of engineers and not a single mathematician. 
 ",2017-04-28 09:12:15 UTC,0,,,approved,2017-04-28 10:24:55 UTC
21459651,8553908d-7193-40a9-b7c7-c8e994c34c7e,,1.9,1,9,"Re asking this question because it remains unanswered!
The answer for RT1.4 should be somewhere near 300x the answer for question RT1.2 yet when we check against the answers, its not even close, 25,000nm vs the correct answer of 15,000nm.
the process of converting a non-linear spring to a linear spring seems to have an alarmingly high rate of error, unless ofcourse its being applied incorrectly. 

Can Robin Ford please take a look at the question and the answer and check the numbers, because my head wont let this go without a logical explanation. ",2017-04-28 09:21:22 UTC,1,,,,
21460142,cd118beb-8cab-4633-9cad-5d9e47b50593,21396978,1.9,1,9,Was that comment really necessary Robert? what did you hope to achieve by it?,2017-04-28 09:53:43 UTC,1,,,,
21460371,cd118beb-8cab-4633-9cad-5d9e47b50593,21445944,1.9,1,9,"Whoa, steady John it's at least 30 years since i used calculus, I'm just getting back into mental arithmetic and pencil and paper after relying on Xcell for so many years :-)",2017-04-28 10:08:41 UTC,1,,,,
21463467,36af1ce9-f377-45b7-8e2b-62c0aee125ec,,1.11,1,11,"I use sine, cosine and tangent in most of the time that I study. I love trigonometry.",2017-04-28 13:48:04 UTC,1,,,,
21463916,650b66ac-79bc-4979-9c87-49b41998c656,21412238,1.11,1,11,I'm also going to check out Khan Academy on Youtube. Here's a link to the trig playlist: http://www.youtube.com/playlist?list=PLD6DA74C1DBF770E7,2017-04-28 14:15:46 UTC,2,,,,
21464170,650b66ac-79bc-4979-9c87-49b41998c656,21398259,1.11,1,11,"Robert, it belongs to logical thinking that when something is common knowledge, such as how to read a graph, it can (and should, for efficiency and simplicity) be assumed. You can also safely assume that this class is structured for folks, like me, with limited knowledge of maths and physics, and therefore the graphs are going to be pretty straight-forward. You obviously have a great deal of knowledge to share, and I think you could be a tremendous asset to this class if you were to aim to do so instead of criticising the content. Also, you mean ""elude"".",2017-04-28 14:35:00 UTC,5,,,,
21464301,cd118beb-8cab-4633-9cad-5d9e47b50593,,1.11,1,11,"Many years ago my maths teacher drummed into us

Two Old Angels (tan= Oppersite/Adjacent)
Sitting On High (sin= Oppersite/Hypotenuse
Chatting About Hersses (Cosine= Adjacent/Hypotenuse)

",2017-04-28 14:44:03 UTC,1,,,,
21464683,35eade47-93cf-4178-a88d-24edfe627bc9,21459651,1.9,1,9,"Hi Robert, let me try to give a hand.
The behavior of the spring is not constant. To get a deflection of 50 mm was pretty easy. You can see that for an extra 50 mm a much bigger extra load is needed. The question is how does the spring behave at hundred millimetre deflection? The tangential line investigates the behaviour from let's say 98 to 100 mm. Then we can read from the graph that an extra 25 Newton is needed for an extra mm extension when the spring is already stretched to this point.",2017-04-28 15:12:18 UTC,0,,,,
21465607,6618df6c-f1bc-4740-b646-dfb777d8b67b,,1.2,1,2,"Hi everyone, I'm a math teacher at secondary school.
I am curious and I like to build practical models to support my teaching.
I hope to learn new things
",2017-04-28 16:15:23 UTC,1,,,,
21465879,6618df6c-f1bc-4740-b646-dfb777d8b67b,,1.3,1,3,The video offers interesting ideas,2017-04-28 16:36:06 UTC,1,,,,
21465936,6618df6c-f1bc-4740-b646-dfb777d8b67b,,1.4,1,4,I hope to enrich my knowledge and have some ideas to use in teaching,2017-04-28 16:40:37 UTC,0,,,,
21466578,6618df6c-f1bc-4740-b646-dfb777d8b67b,,1.8,1,8,Attentive observation of real situps allows us to create a good starting point for reflection and through which to begin to abstract,2017-04-28 17:25:46 UTC,0,,,,
21466860,6618df6c-f1bc-4740-b646-dfb777d8b67b,,1.11,1,11,Trigonometry is a great tool for analyzing and solving practical problems of geometric and physical,2017-04-28 17:48:23 UTC,1,,,,
21468131,d55790af-61b9-4a9c-b98c-60a746ce8022,,2.1,2,1,"Perhaps the amount of uncertainty the engineer has to deal with, but the necessity of making a decision.  I also looked James E. Amrhein - seems like he said lots of interesting things about engineering eg ""Many people dream of success. To me success can be achieved only through repeated failure and introspection. In fact, success represents 1 percent of your work which results can only be achieved from the 99 percent that is called failure.""",2017-04-28 19:38:14 UTC,1,,,,
21468893,eda117eb-eab6-4f43-9dfa-e98103ddf7c2,,1.6,1,6,"i tried the bounce using multiple rubbers and using only one as well. noted that the one with only a rubber band bounced only a few times then the bouncing diminished, the opposite happened with the one having multiple rubber bands. i would say that the single band reached its elastic limit easily and this decreased its elasticity, hence it stabilized faster. i made a video of the bounce experiment but was not successful uploading it. it would never finish uploading.",2017-04-28 20:46:10 UTC,0,,,,
21469108,eda117eb-eab6-4f43-9dfa-e98103ddf7c2,,1.8,1,8,"Theory and experiment  coincide. i.e I was able to observe the ""creep"" of the material, in this case rubber. ",2017-04-28 21:07:16 UTC,1,,,,
21471406,8553908d-7193-40a9-b7c7-c8e994c34c7e,21459651,1.9,1,9,"Thank you for trying, but everyone seems to think my problem is with the non-linear relationship, its not. My problem is with the answer not lying within the charted information, and more so that no one sees the problem with this? Everyone is happy with applying the answer as it is without even looking at the physical properties of the spring and asking ""could this be right"" because its not right. forget for the moment that we have been told to apply a tangential line   this is actually irrelevant to my problem. My problem is that according to the chart the value at 1500n and 100mm of deflection is 15000Nm, correct? Now lets look at the math when using the tangential line, which by itself seems correct, except for that we end up with an anwser 166.67% of the value that is charted. So, how do we end up with a value significantly higher than the spring is capable of in the real world and call it the right answer?",2017-04-29 03:34:57 UTC,0,,,,
21471505,eda117eb-eab6-4f43-9dfa-e98103ddf7c2,,1.9,1,9,"was quite a refresher, RT 1.4 had me confused but after a while of looking through i was able to understand the very simple thing that i was looking at wrongly.
",2017-04-29 03:51:02 UTC,0,,,,
21471536,8553908d-7193-40a9-b7c7-c8e994c34c7e,21396978,1.9,1,9,"Obviously Desperation my friend, I cant seem to communicate the problem, and faced with the fact that often faces me, I have a need to understand things at a level beyond what anyone else seems to even care about. Given the question asked and the information supplied, it would seem obvious there is a problem, at least to me. Now the questions objective is relevant, however its also obviously a bad example or there is something wrong with the question, because the charted data doesn't match the answer.   Go ahead and try to plot 25,000NM and you will find it neither lies at the intersection of 1500N or 100mm of deflection, which is infact what the question specified.",2017-04-29 03:56:12 UTC,0,,,,
21471593,eda117eb-eab6-4f43-9dfa-e98103ddf7c2,21395715,1.9,1,9,"robert james, maybe you were having the same problem as i was. the 1500N given is only to tell you where you are going to draw the tangent at, by doing this you can extract the information directly from the graph. make a triangle. assum the tangent  you just made which touches the defflection marking line located at the bottom and load located on the side, to be the hypotenuse, the  opposite side will be the load (aprox 2750N), and the adjacent side is the defflection between 40 and 150 is (110mm) using the formula stiff=force/defl, then 2750N/110mm= 25N/mm or 25000N/M    i hope that helped.
",2017-04-29 04:08:29 UTC,0,,,,
21471615,5f10a2a9-c319-49aa-ac24-11b4468b9b8f,,2.1,2,1,"Luck, or playing the odds.",2017-04-29 04:12:08 UTC,0,,,,
21471691,eda117eb-eab6-4f43-9dfa-e98103ddf7c2,21464301,1.11,1,11,"we used to call it that or  SOHCAHTOA. sine=opp over hyp, cos=adj over hyp and tan= opp over adj. the word is written vertically.",2017-04-29 04:25:41 UTC,1,,,,
21471962,8553908d-7193-40a9-b7c7-c8e994c34c7e,21398259,1.11,1,11,"Erika, You have a way of putting things in the light of clarity, and you will find I constantly use the wrong words and or spelling to represent my thoughts. I will take note that my criticism is misplaced based on the intended purpose of this course. 
I was hoping for something a bit more on the Mathematics/Physics side of things, and that does not seem to be what this course is about. 
I signed up to this course to see if I was right, I am self taught and have been designing Electric vehicles for a small business since 2009, so i was interested to see if my own methods were correct with the methodologies being used by universities today. 
I will take a fresh approach, I will share what I have learned and let go of the accuracy issues that plague me. Perhaps In being here I will help someone else to follow in a similar path.  ",2017-04-29 05:00:23 UTC,2,,,,
21471980,8553908d-7193-40a9-b7c7-c8e994c34c7e,21395715,1.9,1,9,"Do you mean to say the 1500N is a non value reference location only and not an actual scaled value?
That could explain my confusion.",2017-04-29 05:04:37 UTC,0,,,,
21472389,8553908d-7193-40a9-b7c7-c8e994c34c7e,,2.13,2,13,"A chain is only as strong as its weakest link, the cable might have a 10x factor but what of the ceiling material it is connected too?",2017-04-29 06:09:35 UTC,1,,,,
21472805,22117e41-1228-49fb-9a79-05383f2a70f6,21398259,1.11,1,11,"Here's a fresh look.

Definition: stiffness = (change in force)/(change in length)

To find this at any load point,  you can find the length at a load just below the load point, then at a load the same amount above the load point, then find the stiffness by:

stiffness = (change in force)/(change in length)

If the two loads are close enough, you.will get a good approximation to the tangent at that load point.

Now repeat it for a higher load point.

For a linear spring, these two stiffness values will be the same.

For a stiffening spring, the value at the higher load point will be higher

For a softening spring, the value at the higher load point will be lower.

I hope that helps, but in an case, if you haven't got it completely, why not leave it for a while and come back to it later if you want. It shouldn't affect your progress.

Robert, your background is fascinating and will help others I'm sure. In return I hope you'll find something of what you are looking for in this course. 
",2017-04-29 06:55:59 UTC,2,,,,
21473002,22117e41-1228-49fb-9a79-05383f2a70f6,21459651,1.9,1,9,"See 'engineers' eyes' for more explanation. I think I might have resolved your issue. I have specified 'tangent stiffness' for the stiffness of the non-linear spring, which is usual (for example in vibrations analysis). The stiffness calculated from 1500/0.1 is what is called the 'secant stiffness'. It is sometimes used in special applications, but was not the one asked for here.. The difference between tangent and secant stiffness will be an interesting point to include in later versions of the course.  ",2017-04-29 07:18:15 UTC,1,,,,
21473065,8553908d-7193-40a9-b7c7-c8e994c34c7e,21459651,1.9,1,9,"Thank you Robin. Once again my poor literacy skills are to blame, I clearly misinterpreted the question. I apologise for venting my frustrations publically, I wont do it again. ",2017-04-29 07:25:43 UTC,0,,,,
21475031,a0f8b632-5830-4dac-8092-9df9f8748ad6,21366633,1.2,1,2,Is it me but other than the first module each subsequent one on completion I tick off but the system fails to register the completion. Any advice?,2017-04-29 10:35:55 UTC,0,,,,
21475393,acad50ed-0975-4da9-ae9f-de94e24f7743,21366633,1.2,1,2,"Jack

I have noted that happening over the past week.

The circle changes to Blue, without any content, the Tick particularly.

But if you move the cursor out and back in the white Tick then appears.

Checking on the weekly Session Index, you should find that each Ticked Session shows up correctly.

--------------

I am wondering if it is associated with a recent Windows 10 Update, as I have also over the same period noted that cursor clicks often have to be repeated two to three times, to function - and that usually needs a ""dwell""  of a second or two, rather than a brief, transient click.",2017-04-29 11:09:59 UTC,1,,,,
21477737,cd118beb-8cab-4633-9cad-5d9e47b50593,,2.1,2,1,"A dark art that no one is sure of?

60% of all engineering failures are attributed to the skills or knowledge of the designer, they either think they know more than they do or don't realise how little they know",2017-04-29 14:34:19 UTC,2,,,,
21480387,eda117eb-eab6-4f43-9dfa-e98103ddf7c2,21395715,1.9,1,9,"yes i believe so, because the spring is non linear the question says to draw a tangent at the 1500N mark so as to make a linear assumption. the 1500 is only to show location.",2017-04-29 18:28:34 UTC,0,,,,
21485367,d55790af-61b9-4a9c-b98c-60a746ce8022,21398259,1.11,1,11,Loving the course so far - great to have such a clear explanation.  I'm particularly pleased to understand the difference between statics and dynamics (where acceleration is involved).,2017-04-30 07:20:51 UTC,0,,,,
21485817,a0f8b632-5830-4dac-8092-9df9f8748ad6,21376890,1.1,1,1,I'm using a two year old lap-top running Windows 10. I have already completed a dozen Future Learn courses without problems.,2017-04-30 08:06:34 UTC,0,,,,
21486796,2cd2f335-813d-458a-abdf-6f40d2fcb297,,1.4,1,4,To get different perspectives of learning to use in my teaching,2017-04-30 09:45:35 UTC,0,,,,
21488260,bd559ff8-0bde-4393-8455-60b9ada683b7,,1.9,1,9,"The retro tutorial in my opinion was at a good foundation level. it covered all the basics and was easy to relate lecture material concepts and apply them to these problems. I found the ""tips"" quite helpful because it shows what an engineer might think when solving the problem and what we should be able to do after completing this course. ",2017-04-30 11:38:21 UTC,0,,,,
21488312,bd559ff8-0bde-4393-8455-60b9ada683b7,,1.11,1,11,I am currently studying engineering at university and i use this on a very regular and frequent basis. ,2017-04-30 11:41:45 UTC,1,,,,
21491236,cd118beb-8cab-4633-9cad-5d9e47b50593,,2.2,2,2,"To mitigate the effects of ""creep"" the time the spring was under load was kept to a minimum. In the first practical experiment my results were erroneous due to poor loading of the weights into the containers, more care was taken. Additionally a pointer was attached to the load to eradicate parallax errors in the measurements, judging by the results an accuracy of +/- 1 mm was achievable. The use of a non standard reference weight is not a problem provided they are used for every experiment and it is remembered that direct comparison to many SI units is not possible only ratios between them

Results available at

https://padlet.com/brian_rogers1/ua194008n0gz",2017-04-30 15:27:53 UTC,2,,,,
21492922,f2a71f2e-3411-405d-8b1d-dce122feca3a,,1.9,1,9,"I think engineering subjects are testing human brain, therefore you tested your intelligence when you carry  out experiments and work out a problem with proved any result you obtained. 
That is why we demand  more effort when we learning engineering but is fun when you understanding how is exercises it.",2017-04-30 17:15:51 UTC,0,,,,
21497793,22117e41-1228-49fb-9a79-05383f2a70f6,21424489,2.7,2,7,Thank you for your careful review. I'll add it to the 'update list'.,2017-05-01 00:19:07 UTC,0,,,,
21497931,22117e41-1228-49fb-9a79-05383f2a70f6,,2.1,2,1,"In the last few weeks there have been a couple of balcony collapses on the East coast of Australia that have led to serious injuries. I wonder who will take the blame; the designer, the builder, the supplier of materials, the owner, or even the user?
http://www.abc.net.au/news/2017-04-30/tree-breaks-womans-fall-from-balcony-during-housewarming/8483924 
http://www.sbs.com.au/news/article/2017/04/29/balcony-fall-injures-eight-nsw-wedding",2017-05-01 00:42:04 UTC,0,,,,
21498010,22117e41-1228-49fb-9a79-05383f2a70f6,21468893,1.6,1,6,Sorry I couldn't see your experiment. I have managed to upload small videos in past presentations of this course.,2017-05-01 00:53:01 UTC,0,,,,
21498631,e7acd9da-848d-48e6-83f1-8f613d876f87,,1.4,1,4,How to see the tutorial of the 1st week...I joined for free...,2017-05-01 02:28:15 UTC,0,,,,
21499914,eda117eb-eab6-4f43-9dfa-e98103ddf7c2,21468893,1.6,1,6,so i went back and tried uploading them through my cell phone rather than the computer. it worked this time. thank you,2017-05-01 04:42:49 UTC,0,,,,
21500172,eda117eb-eab6-4f43-9dfa-e98103ddf7c2,21497931,2.1,2,1,"who knows who is going to blame who. the blame is always passed on. the truth is that now a days everyone chips into the failure of infrastructure, it is corruption at many levels, from the companies building the materials poorly, down to the constructor cutting on material and taking short cuts in order to fatten his pockets.",2017-05-01 05:06:27 UTC,0,,,,
21500295,eda117eb-eab6-4f43-9dfa-e98103ddf7c2,,2.1,2,1,"its like selling a well crafted illusion, if the subject does not know how it works they can only be amazed despite their doubts. aslong as the illusionist can make his new trick work and not fail, he has succeeded.",2017-05-01 05:16:10 UTC,1,,,,
21501187,0503110e-99af-46fb-89bc-b7e90ea4d5a1,,1.4,1,4,I would like to enrich my knowledge and I am also interested in the engineering field that is why I want to go further with my studies.,2017-05-01 06:29:00 UTC,0,,,,
21504020,a0f8b632-5830-4dac-8092-9df9f8748ad6,21366633,1.2,1,2,Sorry but I've tried repeatedly so am going to abandon this course. A pity but I can find others that interest me.,2017-05-01 08:49:13 UTC,0,,,,
21504179,d648372b-1824-4967-adba-4dc8fab5e729,,2.6,2,6,"Very very rusty on my trig, was quite good at the basics in high school but i let alot lapse unfortunately. Little practice should hopefully bring me up to scratch
",2017-05-01 08:56:07 UTC,0,,,,
21505561,021e087a-71dd-4040-bdfc-45b01b512018,,2.1,2,1,Loving that engineering quote. So its all guess work?,2017-05-01 09:47:37 UTC,0,,,,
21505795,021e087a-71dd-4040-bdfc-45b01b512018,,2.2,2,2,If the keep the time loaded to a minimum you will not get to much creep.,2017-05-01 09:54:19 UTC,0,,,,
21505947,021e087a-71dd-4040-bdfc-45b01b512018,,2.3,2,3,I think you have to measure as accurately as possible to give a good result.,2017-05-01 09:58:45 UTC,2,,,,
21506690,1a46c03a-35e2-4be6-a79a-202d76568e0d,,1.4,1,4,"how the forces can be identified as x or y coordinates at the same time in inclined plane?
I would like to fundamental base in mechanical engineering especially beginner courses thanks a million for your countless help
 ",2017-05-01 10:20:41 UTC,0,,,,
